Country or Area,City,Source Year,Value,ISO3166-1-Alpha-2,ISO3166-1-Alpha-3
China,Cixi,2002,1214537,CN,CHN
China,Fengcheng (Jiangxi),2002,1216412,CN,CHN
China,Gaozhou,2002,1219132,CN,CHN
China,Liuzhou,2002,1220392,CN,CHN
India,Vasai-Virar City,2017,1222390,IN,IND
Myanmar,Mandalay,2018,1225546,MM,MMR
China,Yiyang,2002,1228881,CN,CHN
Sweden,Jönköping,2008,1229515,SE,SWE
China,Xiaoshan,2002,1233348,CN,CHN
China,Laiwu,2002,1233525,CN,CHN
China,Taixing,2002,1235454,CN,CHN
Mexico,Aguascalientes,2024,1239335,MX,MEX
China,Changshu,2002,1239637,CN,CHN
India,Kalyan Dombivali,2017,1247327,IN,IND
Türkiye,Balikesir,2023,1250610,TR,TUR
China,Luzhou,2002,1252884,CN,CHN
Belgium,BRUXELLES (BRUSSEL),2024,1253178,BE,BEL
China,Xinyang,2002,1255750,CN,CHN
Russian Federation,Nizhny Novgorod,2013,1257260,RU,RUS
Mexico,Zapopan,2021,1257547,MX,MEX
Netherlands (Kingdom of the),Rotterdam,2024,1264220,NL,NLD
China,Yongcheng,2002,1264607,CN,CHN
China,Leizhou,2002,1268298,CN,CHN
Indonesia,Batam,2024,1269413,ID,IDN
China,Shantou,2002,1270112,CN,CHN
Madagascar,ANTANANARIVO,2024,1274225,MG,MDG
China,Heze,2002,1280031,CN,CHN
China,Dengzhou,2002,1290656,CN,CHN
Brazil,Guarulhos,2024,1291771,BR,BRA
China,Xuanwei,2002,1292825,CN,CHN
Czechia,PRAHA,2022,1301432,CZ,CZE
United States of America,Dallas (TX),2024,1302868,US,USA
Brazil,Belém,2024,1303403,BR,BRA
India,Meerut,2017,1305429,IN,IND
China,Liuyang,2002,1307572,CN,CHN
Kyrgyzstan,BISHKEK,2025,1308331,KG,KGZ
China,Jiangyin,2002,1315472,CN,CHN
China,Pingdu,2002,1321975,CN,CHN
China,Jiangjin,2002,1322890,CN,CHN
Australia,Brisbane,2025,1323162,AU,AUS
Australia,Greater Brisbane,2025,1323162,AU,AUS
India,Rajkot,2017,1323363,IN,IND
Japan,Saitama,2022,1324025,JP,JPN
China,Handan,2002,1329734,CN,CHN
Brazil,Porto Alegre,2024,1332845,BR,BRA
Mexico,San Luis Potosí-Soledad de Graciano Sánchez,2024,1338507,MX,MEX
China,Xintai,2002,1344395,CN,CHN
China,Suzhou (Jiangsu),2002,1344709,CN,CHN
China,Changde,2002,1346739,CN,CHN
China,Zhanjiang,2002,1350665,CN,CHN
China,Bozhou,2002,1351939,CN,CHN
China,Suining,2002,1355388,CN,CHN
China,Huainan,2002,1357228,CN,CHN
China,Guiping,2002,1359035,CN,CHN
China,Rugao,2002,1362533,CN,CHN
Jordan,Zarqa,2016,1364878,JO,JOR
Türkiye,Samsun,2023,1371274,TR,TUR
China,Tongzhou,2002,1371498,CN,CHN
China,Daqing,2002,1380051,CN,CHN
China,Weifang,2002,1380300,CN,CHN
China,Nanan,2002,1385276,CN,CHN
Saudi Arabia,Ad-Dammam,2023,1386166,SA,SAU
Russian Federation,Ekaterinburg,2013,1386909,RU,RUS
Mozambique,Xai-Xai,2022,1388039,MZ,MOZ
United States of America,San Diego (CA),2024,1388320,US,USA
China,Neijiang,2002,1391931,CN,CHN
Ukraine,Kharkiv,2022,1401558,UA,UKR
China,Huhehaote,2002,1406955,CN,CHN
Saudi Arabia,Al-Madinah,2023,1411599,SA,SAU
China,Jianyang (Sichuan),2002,1412523,CN,CHN
China,Guigang,2002,1413128,CN,CHN
India,Faridabad,2017,1414050,IN,IND
China,Wujin,2002,1420204,CN,CHN
China,Hechuan,2002,1420520,CN,CHN
China,Wuxi,2002,1425766,CN,CHN
China,Shangqiu,2002,1428983,CN,CHN
Indonesia,Makasar (Ujung Pandang),2024,1432189,ID,IDN
Türkiye,Kayseri,2023,1434357,TR,TUR
China,Fushun,2002,1434447,CN,CHN
Brazil,Goiânia,2024,1437366,BR,BRA
Spain,València,2024,1439503,ES,ESP
China,Xinghua,2002,1441659,CN,CHN
Mexico,La Laguna,2024,1446494,MX,MEX
Pakistan,Quetta,2024,1447820,PK,PAK
Mexico,Mérida,2024,1450754,MX,MEX
Türkiye,Manisa,2023,1456626,TR,TUR
Japan,Kyoto,2022,1463723,JP,JPN
Republic of Korea,Gwangju (Kwangchu),2025,1469502,KR,KOR
Republic of Korea,Daejeon (Taejon),2025,1472473,KR,KOR
China,Xiantao,2002,1474078,CN,CHN
China,Jinjiang,2002,1479259,CN,CHN
India,Nashik,2017,1486053,IN,IND
Brazil,Recife,2024,1488920,BR,BRA
Philippines,Kalookan (Caloocan),2013,1489040,PH,PHL
China,Luoyang,2002,1491680,CN,CHN
China,Taizhou (Zhejiang),2002,1491963,CN,CHN
United States of America,San Antonio (TX),2024,1495295,US,USA
Kazakhstan,Zhanaozen,2024,1497475,KZ,KAZ
United Kingdom of Great Britain and Northern Ireland,West Yorkshire,2006,1499465,GB,GBR
Russian Federation,Novosibirsk,2013,1511369,RU,RUS
Germany,München,2024,1512491,DE,DEU
Japan,Kobe,2022,1525152,JP,JPN
China,Datong,2002,1526744,CN,CHN
China,Tai'an,2002,1538211,CN,CHN
Japan,Kawasaki,2022,1538262,JP,JPN
China,Pizhou,2002,1539922,CN,CHN
China,Qiqihaer,2002,1540089,CN,CHN
China,Tengzhou,2002,1548817,CN,CHN
United States of America,Philadelphia (PA),2024,1550542,US,USA
China,Anshan,2002,1556285,CN,CHN
Iran (Islamic Republic of),Tabriz,2017,1558693,IR,IRN
China,Lu'an,2002,1559037,CN,CHN
Iran (Islamic Republic of),Shiraz,2017,1565572,IR,IRN
China,Ningbo,2002,1567499,CN,CHN
Canada,Calgary,2025,1569133,CA,CAN
China,Nanyang,2002,1584715,CN,CHN
India,Agra,2017,1585704,IN,IND
Iran (Islamic Republic of),Karaj,2017,1592492,IR,IRN
Mexico,Juárez,2024,1593240,MX,MEX
Ghana,ACCRA,2015,1594419,GH,GHA
China,Suizhou,2002,1598752,CN,CHN
China,Suzhou (Anhui),2002,1601181,CN,CHN
Japan,Fukuoka,2022,1612392,JP,JPN
China,Tianmen,2002,1613739,CN,CHN
Sweden,STOCKHOLM,2024,1613975,SE,SWE
India,Ludhiana,2017,1618879,IN,IND
Mexico,Ecatepec (de Morelos),2021,1643623,MX,MEX
India,Ghaziabad,2017,1648643,IN,IND
United States of America,Phoenix (AZ),2024,1650070,US,USA
Venezuela (Bolivarian Republic of),Maracaibo,2016,1653215,VE,VEN
China,Hefei,2002,1659075,CN,CHN
Guinea,CONAKRY,2017,1659785,GN,GIN
Indonesia,Semarang,2024,1659975,ID,IDN
Canada,Ottawa - Gatineau,2025,1660269,CA,CAN
Philippines,Caloocan,2023,1661584,PH,PHL
Türkiye,Hatay,2023,1670712,TR,TUR
Hungary,BUDAPEST,2024,1671004,HU,HUN
China,Baotou,2002,1671181,CN,CHN
China,Xuzhou,2002,1679626,CN,CHN
India,Patna,2017,1684297,IN,IND
China,Shunde,2002,1694152,CN,CHN
Zimbabwe,HARARE,2023,1698122,ZW,ZWE
Yemen,SANA'A,2012,1707586,YE,YEM
Indonesia,Palembang,2024,1707996,ID,IDN
China,Tangshan,2002,1711311,CN,CHN
Romania,BUCURESTI,2023,1716961,RO,ROU
China,Fuyang (Zhejiang),2002,1719057,CN,CHN
China,Yantai,2002,1724404,CN,CHN
India,Pimpri Chinchwad,2017,1727692,IN,IND
India,Greater Visakhapatnam Municipal Corporation (GVMC),2017,1728128,IN,IND
Ghana,Kumasi,2015,1730249,GH,GHA
Rwanda,KIGALI,2024,1745555,RW,RWA
Zambia,LUSAKA,2014,1747152,ZM,ZMB
Mongolia,ULAANBAATAR,2025,1751500,MN,MNG
India,Vadodara,2017,1752371,IN,IND
China,Urumqi,2002,1753298,CN,CHN
Mexico,Querétaro,2024,1754856,MX,MEX
Ecuador,QUITO,2025,1763275,EC,ECU
China,Nanning,2002,1766701,CN,CHN
Jordan,Irbid,2016,1770158,JO,JOR
China,Nanchong,2002,1771920,CN,CHN
Brazil,Curitiba,2024,1773718,BR,BRA
Philippines,Davao,2023,1776949,PH,PHL
Türkiye,Diyarbakir,2023,1791373,TR,TUR
New Zealand,Auckland,2025,1797300,NZ,NZL
India,Bhopal,2017,1798218,IN,IND
Mali,BAMAKO,2015,1810366,ML,MLI
Cuba,LA HABANA,2025,1814207,CU,CUB
Cameroon,YAOUNDE,2013,1817524,CM,CMR
Colombia,Cali,2020,1822869,CO,COL
Nigeria,Ibadan,2002,1835300,NG,NGA
India,Thane,2017,1841488,IN,IND
China,Nanchang,2002,1844253,CN,CHN
Philippines,MANILA,2023,1846513,PH,PHL
China,Puning,2002,1856402,CN,CHN
Poland,WARSZAWA,2023,1864679,PL,POL
Uganda,KAMPALA,2024,1875834,UG,UGA
Türkiye,Mersin,2023,1891145,TR,TUR
Germany,Hamburg,2024,1892122,DE,DEU
Pakistan,Peshawar,2024,1905975,PK,PAK
Cameroon,Douala,2013,1907479,CM,CMR
China,Wenzhou,2002,1915548,CN,CHN
Pakistan,Hyderabad,2024,1921275,PK,PAK
Austria,WIEN,2024,1926960,AT,AUT
Indonesia,Tangerang,2024,1930556,ID,IDN
Portugal,LISBOA,2024,1935831,PT,PRT
China,Linyi,2002,1938510,CN,CHN
Canada,Montréal,2025,1945359,CA,CAN
China,Jilin,2002,1953134,CN,CHN
Iran (Islamic Republic of),Esfahan,2017,1961260,IR,IRN
China,Shijiazhuang,2002,1969975,CN,CHN
Japan,Sapporo,2022,1973395,JP,JPN
Malaysia,D.B. KUALA LUMPUR,2022,1982112,MY,MYS
India,Indore,2017,1994397,IN,IND
China,Zaozhuang,2002,1996798,CN,CHN
Belarus,MINSK,2021,2018281,BY,BLR
Kazakhstan,Taldykorgan,2024,2028645,KZ,KAZ
Türkiye,Kocaeli,2023,2033441,TR,TUR
China,Xiamen,2002,2053070,CN,CHN
Brazil,Manaus,2024,2063689,BR,BRA
Venezuela (Bolivarian Republic of),CARACAS,2016,2082130,VE,VEN
Mexico,León,2024,2083208,MX,MEX
China,Lanzhou,2002,2087759,CN,CHN
Pakistan,Kashmore,2021,2097824,PK,PAK
China,Changsha,2002,2122873,CN,CHN
China,Fuzhou (Fujian),2002,2124435,CN,CHN
Türkiye,Gaziantep,2023,2130432,TR,TUR
France,PARIS,2025,2133111,FR,FRA
China,Nanhai,2002,2133741,CN,CHN
Türkiye,Sanliurfa,2023,2143020,TR,TUR
Nigeria,Kano,2002,2166554,NG,NGA
Togo,LOME,2025,2188376,TG,TGO
Pakistan,Multan,2024,2215381,PK,PAK
Mexico,Tijuana,2024,2239664,MX,MEX
Kazakhstan,Turkestan,2024,2241025,KZ,KAZ
Türkiye,Adana,2023,2263373,TR,TUR
Türkiye,Konya,2023,2277017,TR,TUR
United Kingdom of Great Britain and Northern Ireland,West Midlands,2006,2284093,GB,GBR
United States of America,Houston (TX),2024,2314157,US,USA
Brazil,Belo Horizonte,2024,2315560,BR,BRA
Japan,Nagoya,2022,2332176,JP,JPN
Azerbaijan,BAKU,2023,2340700,AZ,AZE
China,Zhongshan,2002,2363322,CN,CHN
Republic of Korea,Daegu (Taegu),2025,2371593,KR,KOR
Colombia,Medellín,2020,2372330,CO,COL
Saudi Arabia,Makkah,2023,2385509,SA,SAU
India,Nagpur,2017,2405665,IN,IND
Burkina Faso,OUAGADOUGOU,2022,2415266,BF,BFA
Brazil,Salvador,2024,2417678,BR,BRA
Brazil,Fortaleza,2024,2428708,BR,BRA
China,Hangzhou,2002,2451319,CN,CHN
Indonesia,Bandung,2024,2461553,ID,IDN
China,Chaoyang (Guangdong),2002,2470812,CN,CHN
Indonesia,Medan,2024,2494512,ID,IDN
Mexico,Toluca,2024,2509279,MX,MEX
China,Taiyuan,2002,2558382,CN,CHN
Egypt,Giza,2011,2572581,EG,EGY
Democratic People's Republic of Korea,PYONGYANG,2009,2581076,KP,PRK
China,Zhengzhou,2002,2589387,CN,CHN
Bangladesh,Chittagong,2017,2591681,BD,BGD
Türkiye,Antalya,2023,2619832,TR,TUR
Ecuador,Guayaquil,2025,2650288,EC,ECU
United States of America,Chicago (IL),2024,2664452,US,USA
Pakistan,Gujranwala,2024,2668047,PK,PAK
Bangladesh,Gazipur City Corporation,2023,2677715,BD,BGD
Algeria,ALGIERS (EL DJAZAIR),2016,2712944,DZ,DZA
China,Qingdao,2002,2720972,CN,CHN
Ethiopia,ADDIS ABABA,2016,2739551,ET,ETH
Japan,Osaka,2022,2752412,JP,JPN
Italy,ROMA,2024,2755309,IT,ITA
India,Kanpur,2017,2768057,IN,IND
Italy,Napoli,2024,2809357,IT,ITA
India,Lucknow,2017,2817105,IN,IND
Brazil,BRASÍLIA,2024,2817381,BR,BRA
China,Zibo,2002,2817479,CN,CHN
Indonesia,Surabaya,2024,2887223,ID,IDN
Ukraine,KYIV,2022,2910994,UA,UKR
Philippines,Quezon City,2023,2960048,PH,PHL
Mexico,Puebla-Tlaxcala,2024,2962230,MX,MEX
Republic of Korea,Incheon,2025,2975225,KR,KOR
China,Guiyang,2002,2985105,CN,CHN
China,Jinan,2002,2999934,CN,CHN
Iran (Islamic Republic of),Mashhad,2017,3001184,IR,IRN
China,Kunming,2002,3035406,CN,CHN
Uzbekistan,TASHKENT,2024,3040786,UZ,UZB
India,Jaipur,2017,3046163,IN,IND
India,Pune,2017,3124458,IN,IND
Türkiye,Bursa,2023,3147818,TR,TUR
China,Changchun,2002,3225557,CN,CHN
Bangladesh,Chattogram City Corporation,2023,3230507,BD,BGD
China,Dalian,2002,3245191,CN,CHN
Canada,Toronto,2025,3273119,CA,CAN
Republic of Korea,Busan (Pusan),2025,3303196,KR,KOR
Pakistan,Rawalpindi,2024,3357612,PK,PAK
China,Haerbin,2002,3481504,CN,CHN
Kazakhstan,Kyzylorda,2024,3532485,KZ,KAZ
Italy,Milano,2024,3580530,IT,ITA
China,Nanjing,2002,3624234,CN,CHN
Pakistan,Faisalabad (Lyallpur),2024,3691999,PK,PAK
Saudi Arabia,Jiddah,2023,3712917,SA,SAU
Germany,BERLIN,2024,3755251,DE,DEU
Spain,Barcelona,2024,3767382,ES,ESP
Japan,Yokohama,2022,3777491,JP,JPN
United States of America,Los Angeles (CA),2024,3820914,US,USA
Iraq,BAGHDAD,1987,3841268,IQ,IRQ
Jordan,AMMAN,2016,4007526,JO,JOR
Kazakhstan,Atirau,2024,4069705,KZ,KAZ
India,Bangalore,2007,4301326,IN,IND
Bangladesh,Dhaka South City Corporation,2023,4305063,BD,BGD
China,Chengdu,2002,4333541,CN,CHN
Kenya,NAIROBI,2021,4395749,KE,KEN
Türkiye,Izmir,2023,4425789,TR,TUR
China,Xi'an,2002,4481508,CN,CHN
India,Kolkata (Calcutta),2017,4496694,IN,IND
India,Surat,2017,4501610,IN,IND
India,Chennai,2017,4646732,IN,IND
Russian Federation,St. Petersburg,2013,4990602,RU,RUS
Spain,MADRID,2024,5115272,ES,ESP
Egypt,Alexandria,2018,5163750,EG,EGY
Nigeria,Lagos,2002,5195247,NG,NGA
Myanmar,Yangon,2018,5211431,MM,MMR
China,Shenyang,2002,5303053,CN,CHN
United Republic of Tanzania,Dar es Salaam,2024,5383728,TZ,TZA
Mexico,Guadalajara,2024,5437212,MX,MEX
Mozambique,Nampula,2022,5483382,MZ,MOZ
Côte d'Ivoire,Abidjan,2023,5616633,CI,CIV
India,Ahmadabad,2017,5633927,IN,IND
Kazakhstan,Aktobe,2024,5652045,KZ,KAZ
Türkiye,ANKARA,2023,5747325,TR,TUR
Mexico,Monterrey,2024,5860795,MX,MEX
Bangladesh,Dhaka North City Corporation,2023,5990723,BD,BGD
Singapore,SINGAPORE,2025,6036860,SG,SGP
Brazil,Rio de Janeiro,2024,6211223,BR,BRA
China,Dongguan,2002,6445777,CN,CHN
Saudi Arabia,RIYADH,2023,6924566,SA,SAU
India,Greater Hyderabad Municipal Corporation (GHMC),2017,6993262,IN,IND
China,Shenzhen,2002,7008831,CN,CHN
Colombia,"BOGOTÁ, D.C.",2020,7181469,CO,COL
China,Tianjin,2002,7499181,CN,CHN
"China, Hong Kong SAR",HONG KONG SAR,2025,7524100,HK,HKG
United States of America,New York (NY),2024,8258035,US,USA
Thailand,BANGKOK,2013,8305218,TH,THA
China,Wuhan,2002,8312700,CN,CHN
India,Bruhat Bengaluru Mahanagara Palike (BBMP),2017,8495492,IN,IND
China,Guangzhou,2002,8524826,CN,CHN
Iran (Islamic Republic of),TEHRAN,2017,8693706,IR,IRN
Bangladesh,DHAKA,2017,8906035,BD,BGD
Republic of Korea,SEOUL,2025,9421415,KR,KOR
Egypt,CAIRO,2018,9539673,EG,EGY
Peru,LIMA,2019,9562280,PE,PER
